Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
46.0,non-binary,46998,high school,4,hiking,1958,suburban,15.0,166,spring,0,1,1
45.0,non-binary,61463,high school,3,hiking,2071,rural,100.0,129,summer,0,1,1
,female,30705,high school,5,swimming,3247,suburban,163.0,255,summer,1,1,0
18.0,female,113449,high school,1,skiing,4808,rural,195.0,176,fall,1,0,0
60.0,male,93529,high school,7,swimming,4902,rural,196.0,126,fall,1,0,0
36.0,female,118406,,6,hiking,3092,rural,188.0,179,summer,1,0,0
26.0,non-binary,25634,doctorate,0,skiing,2812,rural,288.0,286,winter,1,1,0
44.0,non-binary,32996,bachelor,8,skiing,899,urban,145.0,286,fall,1,1,1
51.0,non-binary,111958,high school,6,swimming,1750,suburban,29.0,97,summer,1,0,0
61.0,female,79275,master,1,swimming,2816,urban,282.0,292,winter,0,1,0
21.0,non-binary,99821,master,1,swimming,4364,urban,207.0,136,fall,1,0,0
53.0,female,48972,doctorate,2,hiking,2412,suburban,128.0,235,summer,1,1,1
35.0,male,23752,,9,hiking,1341,suburban,272.0,133,winter,0,0,0
,non-binary,88959,high school,3,skiing,4972,urban,112.0,65,spring,0,1,0
68.0,male,115776,,9,swimming,3653,rural,158.0,270,winter,0,0,0
30.0,non-binary,90109,bachelor,7,swimming,4944,suburban,203.0,188,summer,1,1,0
36.0,non-binary,66597,high school,1,sunbathing,1182,suburban,183.0,142,summer,0,1,0
66.0,non-binary,73726,doctorate,4,swimming,1896,suburban,83.0,32,spring,1,1,0
23.0,male,36257,bachelor,6,swimming,604,rural,30.0,64,fall,0,1,0
65.0,non-binary,104015,doctorate,0,hiking,2249,rural,,128,spring,1,1,0
29.0,male,60671,doctorate,6,hiking,2638,suburban,227.0,181,winter,1,0,0
68.0,female,79192,doctorate,4,swimming,3946,suburban,267.0,50,fall,1,1,0
54.0,non-binary,62052,doctorate,2,sunbathing,3577,urban,214.0,108,summer,1,0,0
34.0,non-binary,117711,doctorate,9,swimming,4373,suburban,67.0,146,summer,0,0,0
40.0,male,96328,high school,1,sunbathing,3574,urban,95.0,210,winter,1,1,0
43.0,non-binary,76847,bachelor,9,sunbathing,1723,rural,168.0,186,winter,0,1,0
46.0,female,41683,doctorate,7,skiing,3772,suburban,247.0,258,fall,0,1,1
50.0,non-binary,71979,bachelor,3,sunbathing,4655,rural,107.0,119,winter,0,0,0
44.0,female,96046,high school,1,swimming,957,suburban,138.0,273,summer,0,1,0
42.0,female,28404,high school,9,skiing,3368,urban,285.0,206,winter,0,1,0
,non-binary,102276,high school,3,sunbathing,3499,urban,111.0,243,fall,0,1,0
64.0,non-binary,44084,,2,swimming,2665,suburban,269.0,254,spring,0,0,0
40.0,female,41200,doctorate,9,swimming,3195,rural,151.0,126,fall,0,1,0
38.0,female,75027,bachelor,9,hiking,4954,rural,50.0,66,winter,1,1,1
38.0,female,70331,high school,0,sunbathing,1071,suburban,124.0,260,summer,1,1,0
60.0,non-binary,57672,master,8,hiking,3349,urban,7.0,209,winter,0,1,1
30.0,male,21920,master,3,sunbathing,4507,rural,260.0,154,spring,1,1,0
54.0,non-binary,62046,doctorate,2,skiing,4547,rural,44.0,175,spring,0,1,1
50.0,male,113602,high school,3,sunbathing,4051,suburban,181.0,1,winter,0,1,0
41.0,male,113615,bachelor,6,skiing,4479,rural,94.0,161,spring,1,0,1
61.0,non-binary,79882,master,9,skiing,2029,suburban,245.0,54,spring,1,1,0
28.0,male,27206,doctorate,0,swimming,1551,urban,126.0,45,spring,0,1,0
34.0,female,104446,bachelor,6,hiking,1827,rural,224.0,165,fall,0,1,0
21.0,non-binary,112325,doctorate,2,sunbathing,4628,suburban,35.0,47,fall,1,0,0
64.0,male,38454,doctorate,4,hiking,4345,suburban,253.0,220,fall,1,1,0
42.0,female,86443,high school,9,skiing,1334,urban,268.0,295,summer,1,1,1
,male,39717,doctorate,0,hiking,740,suburban,183.0,134,summer,1,1,0
26.0,male,67831,doctorate,0,skiing,1183,urban,,133,winter,1,1,1
,female,33409,high school,1,skiing,3505,urban,299.0,269,fall,0,1,0
37.0,female,114726,high school,8,sunbathing,2158,rural,222.0,81,winter,0,0,0
,non-binary,66898,master,9,sunbathing,2397,suburban,74.0,1,spring,0,0,0
,male,22317,doctorate,8,swimming,4311,suburban,43.0,263,summer,0,0,0
29.0,non-binary,58627,high school,3,skiing,2296,urban,204.0,25,summer,1,0,0
54.0,non-binary,48397,bachelor,5,sunbathing,4776,suburban,221.0,89,winter,1,1,0
59.0,male,101558,bachelor,7,sunbathing,1006,suburban,226.0,265,spring,0,1,0
34.0,male,23345,bachelor,0,skiing,4650,urban,153.0,113,spring,0,1,0
,non-binary,69372,doctorate,1,swimming,1487,suburban,61.0,263,fall,0,1,0
65.0,female,47928,high school,2,hiking,1100,urban,110.0,250,summer,0,1,1
56.0,non-binary,34880,bachelor,2,skiing,4193,suburban,73.0,233,spring,1,0,1
45.0,male,22610,master,9,skiing,1621,urban,298.0,246,spring,1,0,0
58.0,female,83447,master,6,skiing,2316,suburban,55.0,239,winter,0,1,1
52.0,non-binary,90449,bachelor,8,sunbathing,2690,suburban,48.0,42,fall,1,0,0
64.0,male,23732,master,5,hiking,4246,suburban,142.0,92,summer,1,1,0
65.0,female,51718,bachelor,6,swimming,4595,urban,226.0,213,spring,1,1,0
35.0,female,86110,master,8,sunbathing,1820,rural,139.0,119,fall,1,0,0
31.0,female,50841,doctorate,9,sunbathing,4871,rural,160.0,169,fall,0,1,0
52.0,male,109455,master,1,swimming,1261,suburban,151.0,168,fall,0,1,0
61.0,non-binary,88122,high school,6,swimming,3610,rural,29.0,86,spring,1,1,0
,male,51952,bachelor,4,swimming,1151,urban,73.0,120,winter,0,1,0
24.0,male,115220,doctorate,1,sunbathing,3265,suburban,16.0,194,summer,1,1,0
58.0,female,37682,bachelor,9,sunbathing,1932,suburban,57.0,41,spring,0,0,0
30.0,non-binary,31488,master,8,skiing,2690,rural,74.0,123,winter,0,1,1
35.0,female,28249,,4,swimming,1995,suburban,144.0,29,fall,1,1,0
54.0,male,74010,doctorate,0,skiing,4653,suburban,104.0,203,winter,0,0,1
30.0,female,104207,high school,4,hiking,2391,rural,270.0,129,winter,0,0,0
53.0,male,37907,bachelor,2,sunbathing,2492,urban,154.0,157,winter,1,1,0
48.0,male,74534,high school,6,skiing,3864,rural,117.0,23,spring,1,1,0
19.0,male,92670,master,3,hiking,600,urban,205.0,267,summer,1,1,1
33.0,female,38830,master,1,hiking,4038,suburban,12.0,202,winter,0,1,1
26.0,non-binary,56844,high school,0,swimming,2697,urban,34.0,54,summer,0,0,0
26.0,female,34817,master,2,swimming,2414,urban,87.0,235,fall,0,1,0
55.0,male,88014,doctorate,8,hiking,4801,rural,225.0,111,summer,0,0,0
28.0,female,87629,master,3,sunbathing,2337,suburban,17.0,189,fall,1,1,0
39.0,male,28024,doctorate,3,skiing,1608,rural,13.0,228,summer,0,0,1
50.0,non-binary,62991,bachelor,3,swimming,634,suburban,150.0,20,spring,0,1,0
53.0,non-binary,29930,master,4,skiing,3064,rural,281.0,218,winter,0,0,0
62.0,male,60491,bachelor,0,skiing,2613,urban,151.0,137,summer,0,1,0
,non-binary,70246,master,9,skiing,4932,suburban,201.0,114,summer,0,1,0
62.0,male,106583,bachelor,0,swimming,1298,rural,172.0,234,fall,0,1,0
62.0,female,46755,,3,sunbathing,3267,suburban,291.0,48,summer,1,0,0
,female,116548,doctorate,9,sunbathing,4213,rural,138.0,117,fall,0,1,0
26.0,non-binary,94585,doctorate,6,hiking,2036,rural,134.0,78,winter,0,1,0
41.0,non-binary,41364,master,9,sunbathing,1565,urban,,117,summer,1,0,0
25.0,male,117615,bachelor,2,hiking,1864,rural,144.0,178,summer,1,1,1
24.0,non-binary,115848,doctorate,7,hiking,1462,rural,223.0,32,summer,1,0,0
53.0,non-binary,41550,bachelor,1,hiking,2204,rural,293.0,221,fall,0,1,0
35.0,non-binary,83517,bachelor,6,skiing,4579,rural,55.0,48,summer,0,1,0
,male,52373,doctorate,0,swimming,4607,suburban,129.0,276,fall,0,1,0
45.0,female,76365,doctorate,8,sunbathing,662,suburban,190.0,110,winter,0,0,0
23.0,male,55663,bachelor,6,sunbathing,4612,rural,230.0,129,spring,1,0,0
61.0,male,119909,doctorate,5,hiking,4815,urban,20.0,219,fall,1,0,1
61.0,non-binary,21568,high school,9,skiing,4391,suburban,226.0,119,winter,0,1,0
38.0,female,105774,bachelor,9,sunbathing,2246,urban,151.0,207,spring,0,0,0
,male,48107,master,5,skiing,2738,rural,271.0,91,winter,1,0,0
57.0,non-binary,63902,high school,8,sunbathing,2490,urban,167.0,194,winter,0,0,0
18.0,male,56951,master,4,swimming,762,urban,243.0,47,summer,0,0,0
53.0,non-binary,82503,doctorate,9,skiing,1107,suburban,270.0,108,summer,0,1,0
38.0,female,51263,doctorate,5,skiing,3978,rural,171.0,269,summer,1,1,1
60.0,female,26632,doctorate,8,hiking,3262,suburban,117.0,96,winter,0,0,0
52.0,non-binary,81536,master,7,swimming,1574,rural,290.0,150,spring,1,1,0
30.0,male,51343,high school,2,swimming,2601,rural,61.0,129,winter,0,1,0
66.0,male,106765,bachelor,5,sunbathing,2940,suburban,269.0,298,spring,1,1,0
27.0,female,69675,high school,3,skiing,4758,urban,246.0,106,winter,0,1,0
61.0,male,30510,master,6,sunbathing,3657,suburban,143.0,248,spring,1,0,0
64.0,non-binary,107226,doctorate,7,sunbathing,3819,suburban,297.0,201,fall,1,0,0
,non-binary,114791,high school,7,hiking,3562,rural,33.0,293,winter,1,0,1
,non-binary,101667,bachelor,4,swimming,4426,suburban,124.0,197,winter,0,0,0
,female,32314,,8,hiking,2190,suburban,36.0,211,summer,1,0,1
54.0,female,96900,high school,0,hiking,715,urban,282.0,66,spring,1,1,0
55.0,female,27609,doctorate,2,skiing,3218,suburban,160.0,277,summer,1,1,1
41.0,non-binary,94420,master,2,swimming,4601,rural,199.0,199,spring,0,1,0
19.0,female,36934,bachelor,8,sunbathing,4278,urban,204.0,38,summer,1,1,0
39.0,non-binary,101294,bachelor,0,skiing,560,suburban,250.0,132,fall,0,0,0
,male,104242,master,0,hiking,4018,suburban,12.0,191,summer,0,0,1
53.0,female,69165,high school,9,skiing,3599,suburban,254.0,170,spring,0,0,0
31.0,male,39782,,7,hiking,766,urban,168.0,27,summer,1,0,0
27.0,male,21953,doctorate,5,hiking,2116,urban,28.0,43,fall,0,0,1
52.0,female,70812,bachelor,4,skiing,3694,urban,53.0,189,fall,1,1,1
42.0,female,41272,doctorate,3,sunbathing,3275,urban,0.0,30,spring,1,1,0
20.0,male,86984,master,6,sunbathing,3459,suburban,164.0,128,fall,0,1,0
64.0,male,115832,high school,0,sunbathing,2290,urban,265.0,262,summer,0,1,0
55.0,male,89425,,3,hiking,3727,rural,153.0,106,fall,1,0,0
34.0,non-binary,56974,master,0,swimming,1568,urban,94.0,109,summer,1,0,0
29.0,male,107721,doctorate,4,sunbathing,3270,rural,99.0,23,spring,0,0,0
,non-binary,119171,master,6,swimming,3662,urban,149.0,13,spring,1,1,0
41.0,female,84961,master,5,hiking,2052,urban,206.0,189,spring,0,1,0
46.0,male,68661,,3,hiking,2439,suburban,292.0,185,summer,0,0,0
60.0,female,50363,doctorate,5,hiking,3396,suburban,281.0,205,fall,1,0,0
42.0,male,37254,high school,5,sunbathing,2610,urban,146.0,149,spring,0,1,0
,female,28408,high school,1,hiking,3471,rural,179.0,55,winter,1,1,0
,male,53280,master,3,sunbathing,4116,rural,292.0,247,fall,1,1,0
55.0,non-binary,34742,doctorate,3,sunbathing,3627,rural,115.0,231,summer,0,1,0
18.0,female,46223,doctorate,5,skiing,4796,suburban,232.0,211,summer,1,0,0
37.0,female,61570,doctorate,9,hiking,4737,rural,256.0,226,fall,0,0,0
45.0,male,49770,high school,4,sunbathing,1202,suburban,158.0,297,summer,0,1,0
33.0,non-binary,95406,master,0,sunbathing,3784,urban,214.0,54,summer,0,0,0
64.0,non-binary,90373,doctorate,6,sunbathing,2983,suburban,126.0,285,spring,1,0,0
,non-binary,119203,doctorate,2,skiing,511,urban,176.0,82,spring,1,0,0
57.0,male,47563,high school,2,skiing,3060,rural,50.0,297,winter,0,0,1
45.0,female,79977,master,2,sunbathing,1520,rural,216.0,213,winter,1,0,0
29.0,male,47592,doctorate,0,swimming,3532,suburban,45.0,72,spring,0,1,0
,non-binary,59968,bachelor,0,hiking,3248,rural,209.0,52,fall,1,1,0
59.0,non-binary,62171,doctorate,7,hiking,4889,urban,119.0,222,summer,0,0,1
,female,115849,master,0,skiing,4855,urban,116.0,219,spring,0,1,1
,male,28133,high school,3,swimming,1404,suburban,73.0,99,fall,0,0,0
58.0,male,48205,doctorate,3,skiing,3886,urban,29.0,199,fall,1,0,1
51.0,non-binary,86330,bachelor,3,sunbathing,3929,urban,,158,fall,0,1,0
54.0,female,22075,bachelor,0,swimming,2249,rural,41.0,246,summer,1,1,0
23.0,female,108493,doctorate,4,hiking,1600,suburban,147.0,103,summer,1,1,0
24.0,non-binary,102026,master,8,sunbathing,4217,urban,292.0,66,summer,1,0,0
49.0,male,50108,doctorate,1,hiking,4723,urban,55.0,232,spring,1,1,1
49.0,male,41087,bachelor,7,swimming,2780,rural,270.0,3,summer,1,1,0
42.0,female,116382,bachelor,0,skiing,1610,urban,11.0,237,summer,0,0,1
50.0,female,113752,doctorate,3,sunbathing,2081,suburban,195.0,294,summer,1,1,0
24.0,non-binary,53403,master,6,sunbathing,1452,suburban,208.0,124,fall,0,1,0
,female,69914,bachelor,7,sunbathing,3914,urban,212.0,63,summer,1,1,0
29.0,male,108974,master,6,sunbathing,823,rural,114.0,93,summer,1,1,0
33.0,male,57402,bachelor,8,sunbathing,2450,urban,187.0,47,winter,0,0,0
33.0,female,28905,high school,9,swimming,1817,suburban,45.0,87,fall,0,1,0
60.0,non-binary,85658,master,1,sunbathing,4191,rural,167.0,127,fall,0,1,0
53.0,male,114779,high school,7,hiking,3050,urban,296.0,150,summer,0,1,0
,male,37738,doctorate,8,swimming,2124,suburban,199.0,181,winter,0,1,0
24.0,non-binary,61031,high school,3,sunbathing,1161,suburban,26.0,164,winter,0,1,0
53.0,female,62900,master,4,skiing,4527,urban,10.0,9,fall,0,0,0
64.0,male,94020,doctorate,8,skiing,3902,urban,160.0,17,fall,0,1,0
68.0,male,114103,bachelor,6,sunbathing,3117,urban,288.0,194,summer,0,1,0
26.0,non-binary,102541,master,2,swimming,4411,urban,47.0,224,summer,0,1,0
49.0,female,75855,doctorate,2,swimming,2557,urban,,197,winter,0,0,0
28.0,non-binary,35348,bachelor,0,sunbathing,4542,rural,14.0,221,spring,1,0,0
25.0,non-binary,71468,master,9,swimming,2899,suburban,179.0,121,spring,0,1,0
50.0,female,101126,master,4,skiing,3651,urban,259.0,100,fall,1,1,0
40.0,male,51246,doctorate,0,sunbathing,1452,suburban,294.0,240,spring,1,1,0
42.0,non-binary,62519,high school,2,hiking,3399,rural,128.0,70,winter,1,0,0
,male,20842,doctorate,1,hiking,1675,suburban,107.0,208,spring,1,1,1
62.0,male,74199,master,9,sunbathing,3745,rural,185.0,72,winter,0,1,0
,male,109040,doctorate,4,swimming,2357,suburban,277.0,53,winter,1,1,0
21.0,male,67879,doctorate,5,sunbathing,534,rural,4.0,162,winter,0,0,0
57.0,non-binary,70647,doctorate,4,sunbathing,2009,suburban,187.0,44,fall,0,1,0
20.0,female,83094,doctorate,9,skiing,1878,urban,127.0,7,summer,0,1,0
46.0,male,107909,high school,2,sunbathing,3959,rural,33.0,251,winter,0,0,0
58.0,male,31433,doctorate,7,skiing,2226,urban,77.0,233,summer,0,1,1
46.0,male,49810,high school,7,swimming,929,suburban,227.0,69,fall,1,1,0
51.0,female,77990,doctorate,9,skiing,4732,urban,147.0,79,fall,0,0,0
51.0,male,41498,high school,2,hiking,3277,rural,,103,summer,0,0,1
,female,60958,doctorate,2,swimming,4587,suburban,273.0,146,fall,0,0,0
30.0,non-binary,87735,high school,4,swimming,2381,urban,154.0,228,spring,1,0,0
32.0,female,52026,master,2,swimming,953,urban,116.0,135,summer,0,1,0
40.0,male,111620,doctorate,8,swimming,2289,rural,31.0,218,spring,0,1,0
61.0,non-binary,96414,high school,2,swimming,1925,urban,57.0,205,summer,1,1,0
43.0,female,44940,bachelor,4,hiking,956,rural,184.0,277,spring,0,1,1
,male,75810,bachelor,5,sunbathing,2355,rural,296.0,37,winter,1,0,0
43.0,non-binary,67061,high school,8,skiing,2067,suburban,72.0,149,spring,1,0,1
57.0,non-binary,101637,,8,skiing,870,suburban,121.0,280,fall,1,0,1
26.0,female,95669,bachelor,9,swimming,1825,urban,282.0,32,fall,0,1,0
22.0,male,97084,bachelor,4,skiing,4783,urban,110.0,205,winter,1,0,1
49.0,female,71216,high school,4,hiking,3450,suburban,26.0,262,fall,0,1,1
37.0,non-binary,70921,bachelor,8,sunbathing,2125,urban,52.0,169,winter,1,1,0
67.0,non-binary,57382,master,7,hiking,4880,urban,95.0,231,fall,0,0,1
,male,83658,master,7,sunbathing,757,urban,139.0,279,fall,0,1,0
32.0,non-binary,95042,doctorate,5,swimming,3222,urban,265.0,23,fall,0,0,0
49.0,male,107719,bachelor,6,swimming,1583,suburban,91.0,216,spring,1,0,0
45.0,female,27874,master,2,hiking,2680,urban,254.0,245,summer,0,0,0
39.0,non-binary,53996,master,7,hiking,4830,urban,262.0,250,summer,0,0,0
58.0,non-binary,58352,master,7,skiing,2987,suburban,17.0,128,winter,0,1,1
,male,34886,high school,7,skiing,3669,rural,,78,winter,0,1,0
43.0,male,113051,high school,0,hiking,4535,rural,287.0,8,fall,0,0,0
61.0,female,68741,doctorate,8,sunbathing,3956,rural,270.0,50,spring,0,1,0
24.0,male,75840,bachelor,3,hiking,4717,rural,45.0,194,winter,1,1,1
59.0,non-binary,105353,master,3,hiking,2828,urban,292.0,240,spring,0,0,0
43.0,female,67254,master,1,skiing,3879,suburban,56.0,86,winter,0,0,1
42.0,female,91539,high school,8,sunbathing,4501,rural,23.0,112,summer,0,0,0
27.0,female,99904,doctorate,5,hiking,3141,rural,280.0,44,winter,0,1,0
62.0,male,68216,high school,4,swimming,1919,rural,209.0,80,winter,0,0,0
36.0,male,29698,doctorate,2,sunbathing,2416,urban,63.0,129,spring,0,1,0
,non-binary,63549,bachelor,6,hiking,1124,suburban,33.0,259,summer,1,0,1
,female,106792,doctorate,8,swimming,4801,suburban,104.0,15,summer,1,0,0
,female,40317,doctorate,4,hiking,3383,urban,169.0,99,winter,0,1,0
57.0,female,113309,bachelor,0,sunbathing,1872,urban,116.0,230,spring,0,0,0
21.0,non-binary,115302,doctorate,9,swimming,1996,rural,116.0,90,summer,0,1,0
64.0,male,108125,bachelor,9,skiing,4356,suburban,127.0,299,summer,0,1,1
48.0,female,46311,bachelor,6,sunbathing,1623,urban,155.0,76,summer,1,0,0
45.0,male,23398,doctorate,8,swimming,2342,rural,66.0,240,winter,1,1,0
28.0,male,63753,high school,0,hiking,2047,urban,204.0,167,spring,0,1,0
60.0,male,90362,high school,2,swimming,1069,urban,134.0,217,summer,0,1,0
18.0,male,94904,doctorate,2,skiing,1614,rural,89.0,53,winter,1,1,0
66.0,male,25294,doctorate,2,skiing,4482,suburban,129.0,294,spring,0,1,1
64.0,non-binary,25426,master,4,skiing,1525,suburban,186.0,119,winter,1,1,0
,male,52539,doctorate,8,hiking,4523,urban,38.0,167,summer,1,1,1
55.0,female,114561,high school,2,sunbathing,880,urban,7.0,168,spring,0,0,0
41.0,female,95123,high school,0,swimming,4790,suburban,,247,spring,0,1,0
64.0,female,90857,,8,sunbathing,2858,suburban,111.0,279,summer,0,0,0
48.0,non-binary,49603,master,9,swimming,2910,rural,228.0,211,spring,0,1,0
58.0,male,70126,master,9,swimming,3828,suburban,82.0,151,fall,0,0,0
63.0,female,50053,master,2,skiing,1680,urban,1.0,41,spring,0,0,1
67.0,female,101730,high school,3,swimming,2751,rural,165.0,17,summer,0,0,0
43.0,female,74987,master,5,skiing,1862,suburban,16.0,172,fall,0,0,1
66.0,male,93632,master,6,hiking,1267,rural,70.0,271,winter,0,1,1
67.0,female,88249,master,5,swimming,3732,rural,103.0,96,spring,1,1,0
22.0,male,107784,doctorate,0,sunbathing,2345,suburban,24.0,63,summer,1,0,0
,female,114134,doctorate,2,swimming,2209,rural,,34,winter,1,1,0
69.0,female,72442,high school,2,skiing,2705,suburban,,136,summer,0,0,0
58.0,male,76296,master,3,skiing,2202,urban,288.0,32,fall,1,0,0
28.0,female,60717,bachelor,4,hiking,4308,rural,286.0,292,fall,1,0,1
50.0,non-binary,108881,master,4,sunbathing,2649,urban,192.0,52,summer,1,1,0
67.0,male,58986,high school,9,hiking,900,suburban,125.0,260,spring,0,0,1
55.0,female,58643,master,4,swimming,3901,urban,286.0,128,spring,1,0,0
44.0,non-binary,70832,master,1,hiking,1094,suburban,164.0,70,fall,0,0,0
51.0,non-binary,61654,master,9,swimming,4579,rural,211.0,86,fall,1,1,0
,male,57037,master,8,skiing,690,urban,197.0,248,spring,0,0,1
49.0,female,90590,high school,8,hiking,3241,rural,42.0,82,fall,0,0,1
38.0,male,77775,doctorate,3,swimming,536,suburban,83.0,154,winter,1,1,0
63.0,non-binary,31325,doctorate,2,skiing,1598,rural,236.0,204,spring,1,0,0
22.0,non-binary,58643,doctorate,5,skiing,4346,rural,15.0,8,fall,1,0,0
23.0,male,45743,high school,0,skiing,2097,suburban,203.0,8,winter,0,0,0
55.0,male,63387,master,3,hiking,4366,suburban,137.0,239,fall,1,0,1
,female,20234,doctorate,1,swimming,4567,rural,218.0,137,summer,1,1,0
35.0,non-binary,37199,master,8,hiking,2825,urban,121.0,222,fall,1,1,1
31.0,male,84053,high school,6,swimming,2223,suburban,257.0,70,winter,0,1,0
27.0,non-binary,67549,bachelor,8,hiking,610,urban,172.0,210,winter,1,0,1
63.0,male,30190,master,6,hiking,3132,suburban,35.0,252,summer,1,0,1
30.0,female,85696,master,1,skiing,2910,rural,34.0,37,winter,1,1,1
48.0,non-binary,38630,high school,1,swimming,765,suburban,162.0,107,winter,0,0,0
47.0,female,88935,master,7,swimming,533,rural,223.0,187,summer,0,0,0
20.0,female,116884,bachelor,8,sunbathing,4918,suburban,24.0,129,fall,0,0,0
47.0,non-binary,102857,bachelor,5,swimming,2693,rural,163.0,30,winter,1,0,0
23.0,male,60058,doctorate,2,sunbathing,753,urban,294.0,109,summer,1,1,0
46.0,female,65574,doctorate,8,sunbathing,4890,suburban,249.0,175,fall,0,1,0
25.0,female,31175,high school,6,swimming,1016,suburban,163.0,251,fall,1,0,0
61.0,non-binary,80908,bachelor,0,hiking,2862,suburban,64.0,158,summer,0,1,1
62.0,non-binary,95917,doctorate,8,sunbathing,2726,urban,172.0,146,winter,1,1,0
60.0,non-binary,75862,bachelor,1,sunbathing,1186,rural,183.0,264,summer,0,0,0
61.0,female,105419,doctorate,4,swimming,1926,urban,69.0,46,fall,1,0,0
50.0,male,69977,high school,6,skiing,3431,rural,,131,winter,0,1,1
34.0,male,56351,doctorate,9,hiking,2269,urban,149.0,195,winter,1,0,1
65.0,non-binary,82045,doctorate,2,skiing,2037,suburban,126.0,143,summer,1,1,1
28.0,female,21464,doctorate,8,sunbathing,4009,rural,34.0,298,summer,0,1,0
30.0,female,57532,master,2,hiking,1818,rural,286.0,46,winter,1,0,0
67.0,female,53112,,1,hiking,3285,suburban,123.0,73,winter,0,1,0
28.0,non-binary,30307,high school,9,swimming,2452,rural,121.0,206,summer,0,0,0
